검토상태,전표번호,전표유형,계정과목,품목이름,금액,적요,1차판정,판정신뢰도,적용규칙ID,핵심쟁점,판정사유,법령근거,추가확인사항,근거URL,매칭문구,규칙버전
프로토타입 1차 스크리닝,18260317-4,과세매입,원자재,고무패킹,4530000,"공급처는 가족 명의 사업자등록. 실운영자가 해당 사업체를 독립적으로 운영하고 직원급여·재고·매출대금 관리, 실제 납품내역과 세금계산서 일치 / 계약서·거래명세·계좌이체 증빙 보관",추가검토,높음,R010_SUPPLIER_NAME_MISMATCH,명의와 실질 거래주체 판단,세금계산서 명의와 실제 공급자의 일치 여부는 구체적 거래 사실을 확인해야 함,부가가치세법 제39조 제1항 제2호,계약·발주·납품·대금수령 주체와 명의자의 실제 관여를 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제39조,원자재 | 고무패킹 | 공급처는 가족 명의 사업자등록. 실운영자가 해당 사업체를 독립적으로 운영하고 직원급여·재고·매출대금…,2026-08-13
프로토타입 1차 스크리닝,18260318-1,과세매입,비품,노트북,8029000,품질관리팀 검사데이터 분석용 노트북 구입,공제 가능,중간,R140_BUSINESS_EQUIPMENT_SERVICE,업무용 비품·설비·관리용역,과세사업 운영에 직접 사용하는 비품·설비·관리용역은 공제 원칙,부가가치세법 제38조 제1항,업무사용 및 과세사업 귀속 증빙을 보관하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,비품 | 노트북 | 품질관리팀 검사데이터 분석용 노트북 구입,2026-08-13
프로토타입 1차 스크리닝,18260318-2,과세매입,복리후생비(관리),직원간식,8688000,사무실 전 직원 공용 간식 및 생수 구매,공제 가능,중간,R150_EMPLOYEE_WELFARE_TRAINING,종업원 복리후생·직무교육,종업원 공동 복리후생과 직무 관련 교육은 사업 관련 매입으로 공제 가능,부가가치세법 제38조 제1항,대상자가 종업원인지와 복리후생 기준을 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,복리후생비(관리) | 직원간식 | 사무실 전 직원 공용 간식 및 생수 구매,2026-08-13
프로토타입 1차 스크리닝,18260318-3,과세매입,임차료,공장창고,1581000,원재료 보관용 외부 창고 월 임차료,공제 가능,높음,R130_DIRECT_MATERIAL_OR_PROCESS,과세사업용 원재료·부재료·외주가공,과세사업의 생산·납품에 직접 사용되는 재화·용역은 공제 원칙,부가가치세법 제38조 제1항,과세사업 귀속과 실제 입고·검수 자료를 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,임차료 | 공장창고 | 원재료 보관용 외부 창고 월 임차료,2026-08-13
프로토타입 1차 스크리닝,18260318-4,과세매입,수선비,설비수리,2384000,CNC 선반 스핀들 고장 수리 및 부품교체,공제 가능,중간,R140_BUSINESS_EQUIPMENT_SERVICE,업무용 비품·설비·관리용역,과세사업 운영에 직접 사용하는 비품·설비·관리용역은 공제 원칙,부가가치세법 제38조 제1항,업무사용 및 과세사업 귀속 증빙을 보관하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,수선비 | 설비수리 | CNC 선반 스핀들 고장 수리 및 부품교체,2026-08-13
프로토타입 1차 스크리닝,18260319-1,과세매입,기업업무추진비,골프비,868000,거래처 관계유지 목적 골프장 이용료,불공제 가능,높음,R040_BUSINESS_PROMOTION,기업업무추진비·접대성 지출,기업업무추진비와 유사한 접대성 비용의 매입세액은 불공제,부가가치세법 제39조 제1항 제6호·시행령 제79조,지출 상대방·목적·참석자와 광고선전 또는 복리후생 해당 여부를 확인하세요.,https://www.law.go.kr/법령/부가가치세법시행령/제79조,기업업무추진비 | 골프비 | 거래처 관계유지 목적 골프장 이용료,2026-08-13
프로토타입 1차 스크리닝,18260319-2,과세매입,지급수수료,자문료,3267000,외부 컨설팅 수수료 - 프로젝트명 미기재,추가검토,높음,R110_MISSING_PURPOSE_DETAIL,사업관련성·사용처 정보 부족,목적·사용자·사용장소가 없으면 사업을 위해 사용한 지출인지 확인할 수 없음,부가가치세법 제38조 제1항·제39조 제1항 제4호,거래 목적·사용자·사용부서·사용장소와 관련 증빙을 입력하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,지급수수료 | 자문료 | 외부 컨설팅 수수료 - 프로젝트명 미기재,2026-08-13
프로토타입 1차 스크리닝,18260319-3,과세매입,지급수수료,회계감사,1172000,외부감사 대응 재고실사 및 회계자문 수수료,공제 가능,중간,R140_BUSINESS_EQUIPMENT_SERVICE,업무용 비품·설비·관리용역,과세사업 운영에 직접 사용하는 비품·설비·관리용역은 공제 원칙,부가가치세법 제38조 제1항,업무사용 및 과세사업 귀속 증빙을 보관하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,지급수수료 | 회계감사 | 외부감사 대응 재고실사 및 회계자문 수수료,2026-08-13
프로토타입 1차 스크리닝,18260319-4,과세매입,교육훈련비,안전교육,298000,생산팀 산업안전·설비조작 교육비,공제 가능,중간,R140_BUSINESS_EQUIPMENT_SERVICE,업무용 비품·설비·관리용역,과세사업 운영에 직접 사용하는 비품·설비·관리용역은 공제 원칙,부가가치세법 제38조 제1항,업무사용 및 과세사업 귀속 증빙을 보관하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,교육훈련비 | 안전교육 | 생산팀 산업안전·설비조작 교육비,2026-08-13
프로토타입 1차 스크리닝,18260320-1,과세매입,비품,노트북,4416000,품질관리팀 검사데이터 분석용 노트북 구입,공제 가능,중간,R140_BUSINESS_EQUIPMENT_SERVICE,업무용 비품·설비·관리용역,과세사업 운영에 직접 사용하는 비품·설비·관리용역은 공제 원칙,부가가치세법 제38조 제1항,업무사용 및 과세사업 귀속 증빙을 보관하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,비품 | 노트북 | 품질관리팀 검사데이터 분석용 노트북 구입,2026-08-13
프로토타입 1차 스크리닝,18260320-2,과세매입,부재료비,볼트세트,7050000,제3자 명의 사업자등록 사용 사실 확인. 다만 실운영자가 직접 거래했고 물품 수량·가격·입고일·계좌이체가 세금계산서와 일치 / 계약서·거래명세·계좌이체 증빙 보관,추가검토,높음,R010_SUPPLIER_NAME_MISMATCH,명의와 실질 거래주체 판단,세금계산서 명의와 실제 공급자의 일치 여부는 구체적 거래 사실을 확인해야 함,부가가치세법 제39조 제1항 제2호,계약·발주·납품·대금수령 주체와 명의자의 실제 관여를 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제39조,부재료비 | 볼트세트 | 제3자 명의 사업자등록 사용 사실 확인. 다만 실운영자가 직접 거래했고 물품 수량·가격·입고…,2026-08-13
프로토타입 1차 스크리닝,18260320-3,과세매입,기업업무추진비,거래처식사,277000,주요 거래처 임원 4명 접대 목적 저녁식사,불공제 가능,높음,R040_BUSINESS_PROMOTION,기업업무추진비·접대성 지출,기업업무추진비와 유사한 접대성 비용의 매입세액은 불공제,부가가치세법 제39조 제1항 제6호·시행령 제79조,지출 상대방·목적·참석자와 광고선전 또는 복리후생 해당 여부를 확인하세요.,https://www.law.go.kr/법령/부가가치세법시행령/제79조,기업업무추진비 | 거래처식사 | 주요 거래처 임원 4명 접대 목적 저녁식사,2026-08-13
프로토타입 1차 스크리닝,18260320-4,과세매입,복리후생비,개인용품,149000,대표이사 자택 사용 가전제품 구매,불공제 가능,높음,R030_PRIVATE_OR_HOME_USE,사업과 직접 관련 없는 개인·가사 지출,대표자 개인사용·가사 지출 등 사업과 직접 관련 없는 지출은 불공제,부가가치세법 제39조 제1항 제4호·시행령 제77조,실제 사용 장소와 사용자 및 회사업무 관련성을 확인하세요.,https://www.law.go.kr/법령/부가가치세법시행령/제77조,복리후생비 | 개인용품 | 대표이사 자택 사용 가전제품 구매,2026-08-13
프로토타입 1차 스크리닝,18260321-1,과세매입,기업업무추진비,거래처식사,494000,주요 거래처 임원 4명 접대 목적 저녁식사,불공제 가능,높음,R040_BUSINESS_PROMOTION,기업업무추진비·접대성 지출,기업업무추진비와 유사한 접대성 비용의 매입세액은 불공제,부가가치세법 제39조 제1항 제6호·시행령 제79조,지출 상대방·목적·참석자와 광고선전 또는 복리후생 해당 여부를 확인하세요.,https://www.law.go.kr/법령/부가가치세법시행령/제79조,기업업무추진비 | 거래처식사 | 주요 거래처 임원 4명 접대 목적 저녁식사,2026-08-13
프로토타입 1차 스크리닝,18260321-2,과세매입,소모품비,전자기기,4939000,태블릿PC 구매 - 사용자 및 사용부서 미기재,추가검토,높음,R110_MISSING_PURPOSE_DETAIL,사업관련성·사용처 정보 부족,목적·사용자·사용장소가 없으면 사업을 위해 사용한 지출인지 확인할 수 없음,부가가치세법 제38조 제1항·제39조 제1항 제4호,거래 목적·사용자·사용부서·사용장소와 관련 증빙을 입력하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,소모품비 | 전자기기 | 태블릿PC 구매 - 사용자 및 사용부서 미기재,2026-08-13
프로토타입 1차 스크리닝,18260321-3,과세매입,부재료비,용접봉,8124000,생산공정 용접작업용 용접봉 구매,공제 가능,높음,R130_DIRECT_MATERIAL_OR_PROCESS,과세사업용 원재료·부재료·외주가공,과세사업의 생산·납품에 직접 사용되는 재화·용역은 공제 원칙,부가가치세법 제38조 제1항,과세사업 귀속과 실제 입고·검수 자료를 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,부재료비 | 용접봉 | 생산공정 용접작업용 용접봉 구매,2026-08-13
프로토타입 1차 스크리닝,18260321-4,과세매입,수선비,시설수리,1251000,건물 시설 수리비 - 사업장/사택 구분 미기재,추가검토,높음,R110_MISSING_PURPOSE_DETAIL,사업관련성·사용처 정보 부족,목적·사용자·사용장소가 없으면 사업을 위해 사용한 지출인지 확인할 수 없음,부가가치세법 제38조 제1항·제39조 제1항 제4호,거래 목적·사용자·사용부서·사용장소와 관련 증빙을 입력하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,수선비 | 시설수리 | 건물 시설 수리비 - 사업장/사택 구분 미기재,2026-08-13
프로토타입 1차 스크리닝,18260322-1,과세매입,지급수수료,자문료,3687000,외부 컨설팅 수수료 - 프로젝트명 미기재,추가검토,높음,R110_MISSING_PURPOSE_DETAIL,사업관련성·사용처 정보 부족,목적·사용자·사용장소가 없으면 사업을 위해 사용한 지출인지 확인할 수 없음,부가가치세법 제38조 제1항·제39조 제1항 제4호,거래 목적·사용자·사용부서·사용장소와 관련 증빙을 입력하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,지급수수료 | 자문료 | 외부 컨설팅 수수료 - 프로젝트명 미기재,2026-08-13
프로토타입 1차 스크리닝,18260322-2,과세매입,수선비,설비수리,24000,CNC 선반 스핀들 고장 수리 및 부품교체,공제 가능,중간,R140_BUSINESS_EQUIPMENT_SERVICE,업무용 비품·설비·관리용역,과세사업 운영에 직접 사용하는 비품·설비·관리용역은 공제 원칙,부가가치세법 제38조 제1항,업무사용 및 과세사업 귀속 증빙을 보관하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,수선비 | 설비수리 | CNC 선반 스핀들 고장 수리 및 부품교체,2026-08-13
프로토타입 1차 스크리닝,18260322-3,과세매입,임차료,승용차렌트,551000,영업관리용 5인승 승용차 월 렌트료,불공제 가능,높음,R050_SMALL_PASSENGER_CAR,비영업용 소형승용자동차 관련,직접 영업에 쓰는 예외 업종 외 소형승용차의 구입·임차·유지는 불공제,부가가치세법 제39조 제1항 제5호·시행령 제78조,차종·정원·배기량·차량번호와 직접 영업 사용 여부를 확인하세요.,https://www.law.go.kr/법령/부가가치세법시행령/제78조,임차료 | 승용차렌트 | 영업관리용 5인승 승용차 월 렌트료,2026-08-13
프로토타입 1차 스크리닝,18260322-4,과세매입,외주가공비,도장가공,4130000,명의상 대표와 실제 운영자가 다르나 실운영자가 공장·인력·비용·수익을 직접 관리하고 당사 발주품을 실제 가공·납품한 자료 확인 / 계약서·거래명세·계좌이체 증빙 보관,추가검토,높음,R010_SUPPLIER_NAME_MISMATCH,명의와 실질 거래주체 판단,세금계산서 명의와 실제 공급자의 일치 여부는 구체적 거래 사실을 확인해야 함,부가가치세법 제39조 제1항 제2호,계약·발주·납품·대금수령 주체와 명의자의 실제 관여를 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제39조,외주가공비 | 도장가공 | 명의상 대표와 실제 운영자가 다르나 실운영자가 공장·인력·비용·수익을 직접 관리하고 당사 발주품을 실제 가공·납품한 자료 확…,2026-08-13
